sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,000B787C,Rug01Rolled,4,3,-46590,59988,66160,362.5
STAT,00077D5E,RockPileS03PineForest01,4,2,15044,-26341,94963,6.9
STAT,00104B9B,BedrollHay01STATICPineForest01,4,1,38215,-73940,142,0.0
LIGH,001037E4,MQ206LightRedRim,4,2,56100,-47525,1241,0.0
STAT,001018E2,CookingStone01,4,4,-11063,9298,124634,1116.4
STAT,00071814,ShackWallR02,4,4,25672,-24989,112385,1348.9
INGR,00023D77,BirdEgg03,4,2,89143,-80848,11763,0.0
STAT,00040B32,ImpExtTowerShellWall03,4,4,88370,-65036,79290,507.6
INGR,0003AD70,SlaughterfishScales,4,2,93420,-79086,23391,0.0
STAT,000B1B7D,RuinsLargeUrnDestroyedTopStatic,4,3,-22324,-9557,96210,686.5
STAT,000D8396,BanditPole03,4,4,70751,-10299,95882,714.0
STAT,000183C0,StockadeScaffoldTopRope01,4,4,47065,-32418,88390,376.0
STAT,000183CC,StockadeScaffoldTopPost01,4,4,47062,-32413,88391,376.1
INGR,0003AD73,glowDust,4,4,60362,-66266,79411,470.9
CONT,0008836B,MeadBarrel02,4,2,-29152,-41449,125817,0.6
MISC,0003AD90,DeerHide,4,4,-13421,-59052,134968,335.3
STAT,00062954,RockCliff05PineForest01,4,4,38673,-53274,72937,198.8
STAT,000C6917,RockPileL01FallForestDirt01,4,4,120250,-93431,39965,32.6
STAT,000C62BF,RockPileS04FallForestGrass01,4,3,110206,-87309,47475,13.1
STAT,00079F9B,HHSteps13CurveL,4,1,72349,-56833,164,0.0
STAT,00079F93,HhSteps06Narrow,4,1,68252,-54835,976,0.0
ACTI,0010DAC0,MineOreIron03_LFallForestGrass,4,4,134011,-89787,46407,9.8
STAT,000B9528,DirtCliffsAnimalDen02FallForestGrass01,4,4,114142,-86246,30219,7.2
STAT,0005D09B,RockPileL04FieldGrass02,4,4,-22119,-9684,91820,700.4
STAT,000BB8C7,RockS03Wet,4,3,57508,-16494,65644,21.2
STAT,00039627,RockPileM01Wet,4,4,-8908,8637,58194,23.5
ALCH,00064B33,FoodCheeseWheel01A,4,4,35890,21686,135141,223.3
STAT,000ECC29,RockPileM01WetRiverbedEdge01,4,3,77183,-16403,58325,38.5
STAT,0007EA40,RuinsCandleSconceOn1,4,3,1480,-3629,105536,695.9
WEAP,0001398E,OrcishDagger,4,3,94103,9412,75628,258.0
STAT,0005519F,DweFacadeBridge01,4,2,144729,-60753,52813,3.0
STAT,0005511A,DweFacadeHallSm4way01,4,4,70458,-80023,144367,21.9
STAT,000B27B3,RoadStraightLongRamp01FallForestDirt01,4,4,140047,-94169,29924,19.4
MISC,0005ACDB,OreCorundum,4,1,123382,-34947,24,0.0
STAT,0004D7AC,Farmhouse03Walkway,4,4,-5390,-50630,85949,516.3
BOOK,0007EBC9,Book1CheapTheCodeofMalacath,4,3,-55841,-49605,112859,416.9
STAT,000AF1A2,OrcAwningFull01,4,4,-10170,-30487,155967,1187.4
INGR,0007E8C8,BirdEgg01,4,4,25026,-1573,136067,893.7
STAT,000864AF,TreePineForestLog01BlankSulfur,4,4,134997,-16234,10590,7.1
MSTT,0003BC44,RuinsPot04,4,4,6370,-32513,134592,1270.8
STAT,000897D3,BoneMammothSkull1Sulfur,4,4,133405,-18104,10936,8.7
STAT,000F23E8,ChoppingBlock01_LightSN,4,1,149271,25487,802,0.0
MISC,0003AD54,BearSnowPelt,4,4,24328,-35608,146715,1828.3
STAT,0001F248,CandleHornWall01,4,3,-3233,-41864,97876,46.9
STAT,00090983,WHdockdoortrim,4,1,140590,35600,1377,0.0
STAT,000FFEF6,WHheadbust1,4,2,133456,34585,1972,0.0
MISC,0003AD68,HorkerTusk,4,1,147210,82098,48,0.0
MISC,000DABA7,Flute,4,4,-1097,39312,97141,797.5
STAT,000B955F,RockPileL04RiverMud01,4,4,97027,-46434,112381,41.0
MSTT,00056627,HotIron,4,4,51294,-57363,110705,613.6
STAT,000CF723,MountainTrim01WetRiverMud01,4,4,106171,-46425,114017,67.4
STAT,0005D6E4,ImpWallSconceCandle01,4,3,33721,43659,131452,166.4
MISC,0003AD8E,GoatHide,4,3,-21482,381,113863,284.7
STAT,000897D2,BoneMammothRibsBrokenSulfur,4,3,140133,-20390,4103,0.8
ACTI,000D9883,ShrineofAkatosh,4,4,-2295,-9073,102524,939.3
STAT,000E9E99,ImpExtIceRubble02_NoIceSulfur,4,2,138487,-27265,949,0.0
STAT,0005CD74,ShackRoofMid03,4,3,10288,46487,114758,255.4
ACTI,000D987B,ShrineOfZenithar,4,4,-16358,-16588,125271,82.8
STAT,000E60FD,RTBannerAnchor01,4,2,174197,-85675,1489,0.1
STAT,00093D2A,Rug02Rolled,4,3,-15759,41773,135525,621.3
STAT,000ADE85,RTDockBldStrDbl01,4,1,170888,-95752,628,0.0
STAT,000251B0,NorDwelling03ExtBaseB,4,4,31291,3180,100786,822.5
BOOK,0001B008,SkillMarksman4,4,4,14221,-12230,128144,1415.8
TREE,000EF59D,TreePineForestSnowL04Dead,4,4,13693,-68383,101870,250.2
STAT,0008D5FB,DweClutterIncenseBrnr01,4,2,26600,-16715,140679,3.1
STAT,000BED98,DockStrSol02,4,4,7719,36220,124543,1228.2
STAT,0004C568,DweHallBgEndCapExBg01,4,3,-167261,44588,2454,0.1
STAT,00058602,DweRmSmCounter01,4,1,-169655,44260,1446,0.1
STAT,000581B9,DweRmSmCorIn01,4,1,-171136,44160,724,0.1
MSTT,000951D8,Campfire01LandBurningReachDirt01,4,4,-147823,23104,29450,93.7
STAT,00055B0B,TundraPond01ReachMoss01,4,4,-150619,18748,31894,28.8
STAT,000930BF,RockTundraLand01ReachMoss01,4,4,-121649,5868,53853,122.2
STAT,0003445B,NorRubblePiece04,4,4,-93516,-14135,54975,28.8
STAT,0002521C,NorDwelling04ExtBaseC,4,3,-115591,47921,39703,131.5
ACTI,0010DCC7,MineOreIron03_LReachGrass,4,4,-114870,-15112,34578,63.3
ACTI,000D96C3,critterSpawnInsects_ManyNocturnalOnly,4,4,-80058,53272,53619,187.1
STAT,0007E5FA,RockCliff05ReachMoss01,4,4,-137641,15288,34814,74.8
MISC,00063B45,GemGarnet,4,3,-65257,-18054,70037,405.0
STAT,000880B5,RoadStraight02Down01ReachDirt01,4,4,-152170,2801,4242,1.6
MISC,0005ACDF,OreSilver,4,2,-133207,41184,1718,0.0
ACTI,000524DB,MS09NonCombatTrigger1,4,1,-145062,116287,476,0.0
STAT,00037E89,RuinsShelfLargeFull,4,4,-101851,5401,63887,313.1
ACTI,00042B9D,defaultPlayerEnableDisableLinkedRef,4,4,-107194,10334,66045,182.7
MSTT,000368BC,RuinsFloorCandleStandSmall,4,4,-39469,-24028,70066,421.3
STAT,0002520C,NorDwelling03ExtCourtStairs01,4,4,-45706,6761,73881,518.9
FURN,0006CF36,CounterLeanMarker,4,3,-99702,55413,60732,86.4
STAT,0007D87C,RockPileL02ReachMoss01,4,4,-123899,23550,42023,115.0
STAT,000B1B70,RuinsPot01Static,4,4,-62835,6807,62275,313.9
STAT,000183F5,RuinsSconce,4,3,-86435,75163,48000,158.1
STAT,00052570,NorBookPedestal,4,4,-74757,34569,65313,406.3
STAT,0005F2B4,TundraStreamEnd01PineForest02,4,4,-52627,-25825,80502,222.5
STAT,0001B061,RuinsLargeCeilingSconce,4,3,-99547,46583,62545,283.4
STAT,00037E8F,RuinsShelfSmallHalf,4,2,-114328,30118,65033,0.5
STAT,000C3953,RockAnimalDenTundraRocks01,4,4,-46108,4976,31210,58.2
STAT,000455D0,MineScaffoldRope04,4,4,-71058,-22776,40178,60.2
STAT,000E8E79,CrateSmall01EECo,4,2,-65083,96457,1324,0.0
STAT,000BEC5E,DockRopeStr02,4,2,-66087,96334,1163,0.1
STAT,000B11CA,SFarmShedWall01,4,1,-74127,97093,196,0.0
SOUN,0010C2E9,AMBShipCreakDeck2DLP,4,3,-64106,94787,2885,0.3
STAT,000B0191,DirtCliffsIsland01FrozenMarshLichen01,4,4,-52207,77300,19658,4.7
STAT,0007F92C,SPatioWallSteps01Snow,4,2,-79594,115729,1656,0.1
STAT,00106FCE,CivilWarRubble01SolDirt,4,3,-70004,102353,4486,0.3
STAT,0003E1FF,ImpFloorPiece01,4,2,-47749,-3822,6091,0.1
STAT,000F6055,WalkwayFull02Snow,4,3,-36463,65065,1144,0.1
STAT,000CD0BC,RockPileS04FrozenMarshGrass01,4,4,-30605,91747,4842,1.6
STAT,000CF73D,RockPileS01FrozenMarshGrass01,4,2,-32358,90044,2679,0.3
STAT,0006B2AF,NobleShelf01,4,1,-48401,107702,256,0.0
STAT,0006F15E,StonewallLong01Snow,4,2,-8438,65234,2464,0.2
STAT,000B7996,DweRubblePileCeiling01,4,3,-85114,8303,66098,27.3
STAT,00052C22,DwePlatWallStair02,4,2,-110983,-20722,272,0.0
FLOR,0009748B,GlowingMushroomSingle,4,1,-100726,-25877,59,0.0
WEAP,000CADE9,ForswornSword,4,2,-84379,-35558,1252,0.0
MSTT,000EEE07,BFXOilBarrelClosed02,4,2,-41385,-85124,1565,0.1
MSTT,0004F4F8,TundraStreamTransition01SnowRocks01,4,2,-14670,-82342,14234,0.4
IDLM,0010F801,DogLayingDownIdleMarker,3,2,-72199,74847,2007,0.0
IDLM,000F6EE0,BlowHornImperial,3,3,-81045,52857,60945,165.5
MSTT,00108D70,MGMagicFirePillarSmall,3,2,112133,108025,1941,0.1
ACTI,0006F8EC,TrapPressurePlateMetal01,3,3,-11826,17781,103811,611.9
CONT,00021363,TreasUpperChest,3,3,21363,-30705,61992,177.0
INGR,0004DA25,Mushroom06,3,3,-21917,-2082,104820,185.1
INGR,0003AD71,Taproot,3,2,-91226,46016,75164,0.1
DOOR,0005AD39,ImpSewerHole01,3,3,36593,27628,71800,388.6
ACTI,0009C8C4,MGRDestructionPedestal,3,3,-27091,18998,97809,721.3
ACTI,00048ABE,defaultSetAVTRIG,3,3,-89794,66204,34313,53.5
FURN,00042D31,FrostSpiderAmbush01,3,1,75287,35977,265,0.0
FURN,000A19DF,BoundCaptiveMarker,3,3,-97583,14564,25801,49.0
FURN,00104B9C,BedrollHay01FDirt02,3,1,-92760,88065,307,0.0
ARMO,0009171B,JewelryNecklaceSilver,3,3,-37275,-21392,72906,408.3
MSTT,000F6304,GiantCampfire01BurningDirt02Blank,3,3,24166,42455,10683,1.5
STAT,00030414,CW3MeleeCloseAttacker,3,2,-11581,23341,68742,0.3
IDLM,000C196C,SkeeverSniffMarker,3,1,-145138,39330,160,0.0
MSTT,000DB682,Campfire01LandBurningDirt01,3,3,68393,39646,15926,18.8
FURN,00063F28,HideRMarker,3,3,9262,-23084,120151,736.9
STAT,0001686D,SFarmhouseWindMillDirt02Whiterun,3,3,27214,-12532,7583,0.5
FURN,00104B9E,ChairInvisibleSingleR,3,3,-4085,29358,69481,369.0
IDLM,000263B2,sabreCatIdleMarker,3,2,-39677,68417,84332,0.8
CONT,000EF052,TreasExplorerLootChest,3,3,36539,2818,129765,1030.9
MSTT,000D2009,GenericBannerRed01,3,2,131821,-95517,97441,1.4
STAT,0010C498,INV_SkyrimCloudShape04_O,3,3,-7646,16844,95641,630.8
STAT,0010C48D,INV_SkyrimCloudShape06_50,3,3,-34660,45605,51885,10.1
STAT,0010C4B1,INV_SkyrimCloudDistant06_50,3,3,-1110,-21852,116470,632.4
STAT,000272E5,SkyrimCloudShape04_50,3,3,86055,-45236,82499,67.1
STAT,0010C4B4,INV_SkyrimCloudDistant05_O_50,3,3,-45634,14587,118011,986.7
STAT,0002747C,SkyrimCloudDistant03_25,3,3,156893,-124000,20213,7.2
FURN,000F9ACC,PickaxeMiningTableMarkerNonPlayer,3,3,-118052,-10406,55284,86.3
STAT,00046ED8,NorDwelling01IntA01,3,3,-27220,9820,70310,263.1
ALCH,000669A4,FoodMammothMeat,3,2,106104,1239,64767,0.2
ALCH,00064B32,FoodCheeseWedge02,3,3,8185,38175,72272,84.5
DOOR,000AE4E0,TrapTriggerHinge,3,3,-12943,36700,94718,36.6
STAT,00025219,NorDwelling03IntA02,3,3,-14897,16307,106879,144.3
ALCH,0003EAFD,FortifyStamina01,3,2,106319,11943,72554,0.1
ARMO,00012E49,ArmorIronCuirass,3,3,5914,-19505,151864,513.2
STAT,00089F90,WRWallCurve30Up128A,3,2,25371,827,814,0.0
ALCH,000C5349,FoodWineAltoA,3,3,20130,-17696,136516,301.2
CONT,000BB9A7,MammothContainer01,3,3,61562,-7829,46653,6.2
STAT,000715F9,ImpExtIceWell01,3,3,41943,20087,81940,171.1
MISC,000C8866,DwarvenPlateMetalSmall,3,3,111336,-50353,93384,202.5
STAT,00093D2E,Rug04Rolled,3,3,-17062,20840,99940,468.0
STAT,0006AF1D,RockCairnEvil04Snow,3,3,54435,-9368,105106,797.2
STAT,00097EA0,RockCliff06SnowMountain1P,3,2,-281,52500,624,0.0
STAT,0006B0D1,RockCairnEvil03Snow,3,3,99027,51413,71343,117.8
STAT,00025844,NorDwelling03ExtCourtASnow,3,3,23013,16566,97000,350.8
ACTI,000D9881,ShrineofDibella,3,3,2621,18300,98592,621.0
STAT,0009DBED,ImpFloorPiece01snow,3,3,53358,73299,21116,4.3
STAT,000344FB,CaveIIcicle03,3,2,21478,42332,45338,0.1
STAT,000F48CE,CrateSmallLong02WeatheredLight_SN,3,3,103897,-5864,98621,633.0
MSTT,000A4C50,MythicDawnBanner03,3,1,30875,107915,323,0.0
STAT,0005C116,RockPileL04GrassSnow01,3,3,-14271,78974,71671,282.5
STAT,0007E824,RockShelf01RiverMud01,3,3,-11755,35398,115485,839.3
STAT,000E8F58,RockPileS02CoastOceanFloor01,3,3,1888,116350,10422,1.8
MSTT,00107050,SignAlchemyShop01,3,3,-11391,27562,89411,335.4
STAT,00077E90,FarmhouseSmith01Snow,3,3,-13868,77619,36149,4.7
ALCH,00064B36,FoodCheeseWheel02B,3,3,64028,30860,56916,51.0
STAT,000BF9CF,Rug11,3,3,-10381,20665,88179,512.8
STAT,000E8FCE,RockPileS01CoastOceanFloor01,3,2,1521,111670,3778,0.2
STAT,00013F86,NorRmSmWallSide01,3,3,77898,62060,51803,0.9
STAT,0009936F,SFarmhouseSilo,3,3,23527,17326,102617,163.1
STAT,00091712,StatueTalos01,3,3,49239,-20792,53582,121.3
STAT,000D8DA5,RoadSignWinterhold01L,3,3,55493,27425,42533,73.6
STAT,000A46AE,NorDragonStatue01sn_light,3,3,-43987,79182,76839,1.6
STAT,000829B8,FrozenPoolL01,3,3,50418,55005,49198,37.5
STAT,0004073E,NorRubblePileCeiling02,3,3,86257,45699,63595,163.3
STAT,0007183C,ShackWallDoor01Snow,3,3,74538,81965,9212,0.1
ALCH,0003EB02,FortifyCarry01,3,2,125735,36908,57408,9.0
FURN,000752BC,BedrollHay01Snow01R,3,2,119970,53563,63502,0.5
STAT,000FE6A5,WerewolfHeadSpike1,3,2,86093,30302,40879,2.3
STAT,000C215E,Lantern01Static_HeavySN,3,3,102784,75023,34727,2.6
STAT,000C2CC9,ImpExtIceTowerShellStairs03,3,3,27234,69044,131526,95.6
MSTT,000D2020,GenericBannerYellow04,3,3,20064,51112,84695,91.0
STAT,000C865F,ImpExtBlocks01SnowHeavy,3,3,36477,30730,87520,64.1
STAT,000C2E6F,RockCliff05CoastOceanFloor01,3,3,34677,130064,52542,11.9
MISC,00063B44,GemSapphire,3,2,51024,123619,2061,0.0
STAT,0002EB0F,FXGlowFillRoundXBrt,3,2,131897,84398,62989,0.1
MSTT,000C2BF1,Campfire01LandBurningCoastalBeach01,3,3,109726,112286,41962,2.5
ACTI,0010D054,MineOreGold02_LSnowRocks,3,3,65945,-5720,135430,1096.8
ARMO,0001BE1B,ClothesFarmBoots01,3,3,103618,31916,76926,261.3
STAT,000ABD2B,FirewoodPileLarge01_SparseSN,3,3,16724,41779,87841,323.4
STAT,000DB65F,MountainTrim03Dirt01,3,3,64938,-3732,79622,2.7
STAT,000597DE,RockPileS03Dirt01,3,2,90314,43064,97304,2.4
STAT,000DAFA0,Farmhouse01WalkwaySnow,3,3,45188,90930,51619,95.4
STAT,000F605B,FarmLonghouse01Snow,3,3,34187,88459,63225,90.1
ACTI,00060960,TrapSpearDwemer01,3,1,79066,25486,41,0.0
STAT,000B7CA0,DwePlatWall01Snow,3,1,79259,26848,241,0.0
STAT,0005511C,DweFacadePartitionBase01,3,2,91587,-19305,65623,4.1
ACTI,0010D07C,MineOreOrichalcum04_LRocks,3,3,97363,-52145,53980,72.9
BOOK,0001AF8D,Book2ReligiousSongofPelinalV4,3,3,76200,-6312,8886,0.6
ACTI,0010D06B,MineOreMoonstone02_LSnowRocks,3,3,102904,-26257,100124,718.1
STAT,0009D849,BoneHumanFootLStaticSnow,3,3,24397,91691,109304,291.7
STAT,0007EA44,RuinsCandleSconceNoCandle,3,2,52665,55669,59123,0.1
STAT,00062A0A,RuinsBrokenTable01snow,3,3,62096,-36767,71432,237.2
MSTT,0002F26F,FXAmbSnowBlowingSkylight,3,3,65470,43346,80070,76.1
STAT,000F3E27,RockPileS04GrassSnow01Heavy_SN,3,1,83858,42796,500,0.0
STAT,000F999B,NorPlatCorOut01Light_SN,3,1,91872,91802,405,0.0
STAT,00065CBC,NorRmBgWallFront01_HeavySN,3,1,93312,91200,209,0.0
STAT,000860C1,Campfire01LandOffSnow,3,3,51643,84919,74339,51.6
STAT,00071823,ShackFrameMEnd01Snow,3,3,-432,33079,121532,1029.2
STAT,00071824,ShackFrameMEnd02Snow,3,2,47928,-35737,83843,0.2
STAT,00071836,ShackRoofSide04Snow,3,3,64175,21042,83797,7.7
STAT,000D5558,RockCliff01Snow01_LightSN,3,3,53524,-11381,73499,233.0
STAT,00058FF9,DweRubbleColumn01,3,3,107991,47347,60281,3.0
MSTT,000D2017,GenericBannerGreen03,3,3,40105,47786,135029,266.6
STAT,00025845,NorDwelling03ExtCourtBSnow,3,3,104170,29180,101601,374.9
STAT,000E36EE,RockPileM02CoastOceanFloor01,3,3,53527,122263,45834,4.6
STAT,0002FB21,ShipLongBoatWreck01,3,3,83021,118033,2029,0.3
ACTI,0010D083,MineOreQuicksilver02_LSnowRocks,3,3,47615,-34065,104662,354.4
MISC,0005ADA0,IngotQuicksilver,3,1,102393,30598,89,0.0
STAT,000C1DB6,ImpExtIceWall04_NoIce,3,2,120337,19183,1684,0.1
STAT,000C1DB4,ImpExtIceWall02_NoIce,3,2,120342,18887,1425,0.0
STAT,000C1DB7,ImpExtIceWall05_NoIce,3,2,119591,21088,1004,0.0
STAT,000C1DBA,ImpExtIceTower02_NoIce,3,3,75947,-24400,62066,45.1
BOOK,0001B004,SkillLightArmor5,3,3,120325,24636,47386,48.0
STAT,000614CC,RockCliff05RiverBottom01,3,3,28754,49199,142232,24.6
STAT,0008AF6B,RoadCurveLong45RRamp01,3,3,85885,-23898,59991,10.7
STAT,00040B35,ImpExtTowerShellWall02,3,3,76723,-39853,88054,447.4
STAT,00040B33,ImpExtTowerShellWall04,3,3,127825,-48842,56670,94.4
ACTI,0010DA95,MineOreIron01_LVolcanicTundraDirt,3,3,127433,-14768,14003,8.5
ACTI,00074C8B,TrapFallingRockLg01_Rock,3,1,109082,64103,114,0.0
ACTI,000887F3,TrapFallingRocksDust,3,3,-23405,21,104064,5.8
STAT,000B7A48,ImpLRoomPillar02snow,3,2,111344,52764,879,0.0
STAT,000752B4,StockadeWoodplanks03Snow,3,2,145205,43148,25573,0.2
BOOK,0001AFC5,SkillAlchemy2,3,3,-5817,36430,119011,964.5
ALCH,000E41B8,FrostbiteVenom,3,3,66711,40840,110301,129.9
STAT,00074E13,DweIchorBarrel01Snow,3,3,136738,-58056,98007,10.4
STAT,000A0842,NorRmSmFloorRaised01Snow,3,1,121341,121412,188,0.0
STAT,00013F84,NorRmSmWallFrontExSm01,3,2,67275,52787,123799,3.4
STAT,00026FA1,NorTempleExterior01Snow,3,3,98246,-11202,124708,1154.4
STAT,00025846,NorDwelling03ExtCourtCap01Snow,3,2,126985,93904,21401,0.0
STAT,00025843,NorDwelling03ExtBaseBSnow,3,3,111544,29711,101921,262.0
STAT,001092A3,WinterholdSymbol01,3,3,116116,111380,2543,0.5
ACTI,0010DACF,MineOreCorundum02_LCoastBeach,3,3,129459,114493,41167,93.2
STAT,0010E9E7,NorExtRubblePiece03,3,2,116614,106459,597,0.0
STAT,000DAEE1,Farmhouse05Destroyed02Snow,3,3,-7665,93292,88341,278.8
STAT,0010CD8F,FirewoodPileHuge1_LightSN,3,3,73373,66169,83695,341.5
STAT,0002EE94,RockCaveEntrance01SnowCustom03,3,3,43430,-12184,129713,13.3
STAT,00103AE5,HelgenGate01STATIC,3,3,22093,-90514,18644,1.9
STAT,000A91CD,TreePineForestCutStump02_LightSN,3,1,836,-108345,916,0.0
STAT,0006F756,ImpExtIceTowerShort01,3,3,-37304,-36516,117892,3.2
STAT,0005E83E,NorTmpExtPlatExSmFree01_LightSN,3,3,-70614,40218,102993,237.0
STAT,0002F1B8,NorTowerRuinsIntTopFloorStairs02Snow,3,3,32855,-68838,34201,30.3
SOUN,0010FEFC,AMBWindloopMountainsHillsSolitudeLighthouse01LP,3,3,-26283,57907,96359,6.6
STAT,0005D513,RockCliff07PineForest01SnowLight,3,3,-21830,-25076,109734,67.5
STAT,000D8397,BanditPole04,3,3,92587,-26964,72640,2.2
ACTI,000D95FF,defaultActorEnableDisableLinkedREF,3,3,21804,-84762,6373,1.6
STAT,0004D7DB,WalkwayCEntWall01,3,3,22050,-57703,15016,4.3
STAT,00090FE8,ImpDoorExtHoleDoorLoad01_Static,3,3,58627,-85106,62086,1.9
STAT,000C585F,Farmhouse05Destroyed01,3,3,75869,-72954,48455,53.6
STAT,000D6C21,ImpExtHelgenWall03,3,2,16961,-80382,660,0.0
STAT,000D839C,BanditPole02,3,3,36277,-6474,109851,790.9
MSTT,000D2046,CivilWarBannerImpBurnt03,3,2,16034,-79875,2199,0.2
STAT,000CC811,ImpExtIceWindow01_NoIce,3,1,15023,-78569,330,0.0
STAT,000C2CB7,BurntRubble01,3,1,15253,-83639,1061,0.0
STAT,000CE783,CommonTableThin01,3,3,-76150,22232,104293,418.5
ACTI,00048AB9,defaultSetLinkRefAVTRIG,3,3,21016,-89723,1425,0.0
STAT,0010D4A1,RockPileL04SnowRocks01_LightSN,3,3,9389,-39296,2928,0.1
STAT,000C0431,WalkwayCWallEnd03,3,3,-11890,-73086,33398,2.0
STAT,0002F1B6,NorTowerRuinsRamp01Snow,3,3,88303,-81923,79683,151.2
STAT,00028AA8,NorTmpExtPlatTower02Snow,3,3,-18125,-1633,88317,89.7
MISC,000F2015,WineBottle02BEmpty,3,3,-20105,-48722,104068,49.9
STAT,0005B1CB,CivilWarRubble03,3,3,17314,-6425,3178,0.1
STAT,000C2FA9,RockPileS04FieldGrass01,3,3,-35876,29651,46777,57.4
STAT,00063FD4,WRScafGuardTowerSpikes01,3,3,16448,-6400,3432,0.4
SOUN,000E9E02,AMBWaterDrain01LP,3,2,68935,-36754,84810,4.1
STAT,00097065,DirtCliffs01Tundra01,3,3,-49176,8607,49169,56.1
ACTI,0010B161,FarmhouseWindMillWR,3,3,27214,-12532,7583,0.5
STAT,0001C035,ComplexSceneMARKER,3,3,7456,-30301,145532,336.8
STAT,00093D2C,Rug03Rolled,3,3,-2454,7355,123163,239.7
STAT,0006EAB7,WRFence64ShiftL01,3,2,18128,-14764,4345,0.0
MSTT,00101BD5,SignTG03BlackBriarMeadery,3,1,31319,-17257,692,0.0
MSTT,000BFB0A,SignWRHonningbrewMeadery01,3,1,31319,-17257,692,0.0
MSTT,001033F2,FXWaterfallThin256x128,3,3,-11448,-23149,94651,35.4
FURN,000BAD0D,CraftingEnchantingWorkbench,3,3,19325,1478,134506,946.0
ACTI,0010D04F,MineOreGold01_LRocks,3,3,14518,10503,119983,563.6
STAT,000CD741,BurialCairnStatic01Snow,3,3,101355,-49166,80404,5.1
STAT,0005AD43,MineScaffoldFreeRope02,3,3,-17899,29552,95141,207.3
STAT,0007E899,HHSteps13CurveL_HeavySN,3,3,51117,-48655,13111,3.6
BOOK,0001B274,Book1CheapTheYellowBookofRiddles,3,3,112695,-7221,68199,67.4
STAT,0002C2AD,CaveIIcicle02,3,1,43964,-17676,78,0.0
MISC,00063B47,GemDiamond,3,3,-15868,-4566,119227,658.4
STAT,00071813,ShackWallL02,3,3,58157,-11293,108878,644.7
STAT,0005F986,NorWordWall01_LightSN,3,3,-5120,16084,112033,253.7
INGR,0003AD76,vampireDust,3,2,100726,-104243,23974,0.0
BOOK,0001AFE5,SkillTwoHanded3,3,3,-20117,5851,121360,765.0
STAT,0003F7EC,RuinsBrokenBench01,3,3,10762,-8891,127591,543.2
STAT,00025848,NorDwelling03ExtCourtStairs01Snow,3,3,62542,8954,108172,899.7
STAT,00093077,StonewallTerraceCorner01FallForest,3,3,77360,-65878,1227,0.1
STAT,0009307A,StonewallTerraceLong02FallForest,3,3,77753,-65549,1227,0.1
STAT,000EA901,Campfire01LandOffDirt01,3,3,60849,-74915,48501,2.9
INGR,0003AD64,GiantToes,3,3,33566,-58881,123556,128.6
FLOR,000E644B,FloraMushroom01FallForestDirt01,3,1,79896,-76304,411,0.0
STAT,000183CF,StockadeScaffoldTop0Sided02,3,3,17206,-38230,111185,55.7
STAT,000183D8,StockadeScaffoldTopRope02,3,2,-23133,-55948,81769,3.6
STAT,000183DD,StockadeScaffoldTopPost02,3,2,-23133,-55948,81769,3.6
MISC,000DB5D2,Leather01,3,1,83740,-97589,11,0.0
STAT,000E2C13,MountainTrim03Dirt02,3,3,89107,-41548,9500,4.1
STAT,0002F321,RockCliff08RiverBedEdge01,3,3,114756,-43899,17218,16.1
STAT,0008D069,RockShelf01PineForest02,3,3,128140,-11842,37020,28.5
STAT,0005D6E7,ImpWallSconceNoCandle01,3,2,119296,-62373,55839,3.8
WEAP,0001F25A,weapBasicKnife01,3,3,57365,-13631,127039,254.3
STAT,00049C1C,HHStepA_LightSN,3,3,69590,-53157,1802,0.1
STAT,00049206,HHSteps07Narrow_LightSN,3,2,69096,-53417,1188,0.0
STAT,00097715,RockPileL03Dirt01,3,2,-29882,-53153,68685,12.7
STAT,00049C53,HHStepD_LightSN,3,1,67752,-57644,257,0.0
ACTI,0010DAA4,MineOreIron01_LFallForestGrass,3,3,146263,-77320,40151,5.6
STAT,000368BE,RuinsFloorCandleLampMidOn02,3,3,-76558,4023,130878,951.8
MSTT,000F3E43,FarmLumbermill01WaterWheel02,3,3,2865,-25063,85305,484.7
FURN,000B9E00,CommonChair02L,3,3,35795,35449,107454,308.1
ALCH,00064B34,FoodCheeseWheel02A,3,2,-13587,63268,89077,0.1
MSTT,0010ACC0,GiantCampfire01BurningNoLand,3,2,133533,14527,45493,0.7
STAT,000E6473,ImpExtIceTower03_NoIce,3,1,95566,-13984,1142,0.1
MSTT,0002FB66,ShackBrokeWood08,3,2,20465,-50862,56451,0.1
STAT,00055C12,DweFacadeBridgeCurve03,3,3,25508,-52432,158399,5.4
STAT,000F7299,CrateSmallLong01WeatheredLight_SN,3,3,89969,-64616,103641,646.0
STAT,00101A4C,BedrollHay01STATICFallForestDirt,3,2,115428,-65583,142,0.0
ACTI,0010DADA,MineOreCorundum04_LFallForestDirt,3,3,133242,-90905,12547,11.6
ACTI,0004FA25,defaultSceneStartTrigger,3,3,109638,-66848,11965,1.7
STAT,000B0146,RoadCurveLong45RRamp02FallForestDirt01,3,3,138043,-96199,28029,3.2
MISC,0005AD93,IngotCorundum,3,1,122920,-34692,7,0.0
ACTI,0010D027,MineOreIron04_LDirt02,3,3,141979,14870,49107,24.5
ACTI,0010D058,MineOreGold04_LRocks,3,3,17198,-42431,74017,359.7
