sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,0201F150,DLC2DwePlatBgCorIn01,4,2,55906,50239,1448,0.2
STAT,0201E00F,DLC2DweFacadeTowerArch01,4,2,79649,43749,14190,0.0
?,000F03F8,<000F03F8>,4,1,65350,47266,15,0.0
?,000C1ADB,<000C1ADB>,4,2,61511,74482,26183,2.3
STAT,02028B1A,DLC2ExpSpiderSnotKitWall02,4,2,45549,43659,7789,0.1
ACTI,02019816,DLC2POIMarker,4,3,51892,55471,16416,14.3
STAT,02019605,DLC2MountainTrim03VolcanicAsh01,4,4,54383,38341,9726,4.6
?,00038B0E,<00038B0E>,4,2,71593,54453,17086,0.0
?,00035F50,<00035F50>,4,4,75073,47220,11500,12.5
?,0003E212,<0003E212>,4,2,50282,37066,580,0.0
?,0003E203,<0003E203>,4,2,50412,37002,473,0.0
?,0005D6EA,<0005D6EA>,4,1,50291,37187,333,0.0
CONT,02028EA8,DLC2ExpSpiderEggAlbino,4,2,37559,46705,13575,0.6
?,0003E69E,<0003E69E>,4,2,82819,62150,19760,3.7
?,0003F958,<0003F958>,4,2,63464,40108,7459,0.2
MSTT,0202AAB8,DLC2CastleKarstaagTorch,4,1,33281,91306,284,0.0
STAT,0201FEDA,DLC2IceTorch,4,1,33253,91295,328,0.0
?,0001ACAD,<0001ACAD>,4,3,49764,79464,14953,7.2
?,0005DFE6,<0005DFE6>,4,3,44608,83117,2582,0.1
?,000CD824,<000CD824>,4,1,42121,83548,622,0.0
?,000609DE,<000609DE>,4,2,45152,83399,3053,0.4
?,001091F0,<001091F0>,4,4,58455,74789,5109,1.0
?,0002BCC8,<0002BCC8>,4,1,51190,79014,1450,0.1
?,000318FB,<000318FB>,4,4,67711,68740,22811,44.8
STAT,0201E13B,DLC2MountainCliffSm01_Ash,4,4,76085,26046,3350,1.0
?,0004DA06,<0004DA06>,4,4,72770,32767,3971,0.2
?,000396AC,<000396AC>,4,4,77024,79291,13820,8.9
?,00054629,<00054629>,4,1,82613,59233,148,0.0
?,000C2103,<000C2103>,4,1,67258,57945,275,0.0
?,0004996C,<0004996C>,4,1,70957,50004,426,0.0
?,000C18C4,<000C18C4>,4,4,85380,40091,2346,0.5
STAT,020264EE,DLC2DweReadRmBannerBar01,4,1,88800,38896,0,0.0
STAT,020264FA,DLC2DweReadRmPedBrazier01,4,1,88800,38896,0,0.0
?,000A9E8B,<000A9E8B>,4,3,71407,73068,5573,0.3
?,0001EF3B,<0001EF3B>,4,3,77864,72873,7726,2.6
?,00079804,<00079804>,4,2,73665,70840,1009,0.1
?,0006F993,<0006F993>,4,1,72900,70314,519,0.0
?,000BCF48,<000BCF48>,4,1,71345,69817,137,0.0
?,0006EAAD,<0006EAAD>,4,2,71834,69605,290,0.0
ACTI,02037AE1,HermaeusMorasFace03,3,1,74522,70750,145,0.0
FURN,0203A492,DLC2PickaxeMiningTableMarker_Stalhrim,3,2,28922,85846,10006,0.1
?,000E2BC7,<000E2BC7>,3,3,33283,64584,14998,1.3
ACTI,02027C33,RieklingBarrelDest01,3,2,22389,68535,10794,0.1
?,0001F828,<0001F828>,3,1,54519,50664,27,0.0
?,00079986,<00079986>,3,2,25895,69483,13793,0.0
?,000B70F5,<000B70F5>,3,1,88361,70877,1409,0.2
?,00020163,<00020163>,3,3,53505,47122,23568,34.5
?,00065C9E,<00065C9E>,3,1,41368,56820,215,0.0
?,000A4AD6,<000A4AD6>,3,2,81345,52244,8633,0.6
CONT,0202AABF,DLC2TreasBanditChestBoss,3,3,55606,42092,33342,37.8
?,0006BDD3,<0006BDD3>,3,1,42066,83308,520,0.0
?,00038A49,<00038A49>,3,1,42071,83310,528,0.0
?,0008F3FA,<0008F3FA>,3,2,69947,46640,26128,0.5
?,000E8645,<000E8645>,3,3,48025,35529,18976,24.4
?,0008AF59,<0008AF59>,3,1,42991,43878,26,0.0
?,0008AF5B,<0008AF5B>,3,1,42991,43878,26,0.0
?,000CA4CD,<000CA4CD>,3,3,49266,82878,18173,4.9
?,000C79CE,<000C79CE>,3,3,49275,82880,18172,5.0
?,000C79CC,<000C79CC>,3,3,49270,82877,18157,5.0
?,00020673,<00020673>,3,3,43347,77768,29206,11.0
?,0003F7C0,<0003F7C0>,3,2,42021,56993,516,0.0
?,00037A2E,<00037A2E>,3,2,36867,11922,166,0.0
?,0004E2C2,<0004E2C2>,3,3,56371,33705,10606,6.1
?,0006FBEF,<0006FBEF>,3,1,87482,41631,201,0.0
?,0009727E,<0009727E>,3,2,83597,41131,2645,0.2
?,0002ABAC,<0002ABAC>,3,3,45261,40805,21346,27.0
?,0002ABAB,<0002ABAB>,3,3,58305,70671,21678,18.0
DOOR,0202C417,DLC2TelMithrynDoor01,3,1,75295,23725,1165,0.1
?,0006B2FF,<0006B2FF>,3,2,65373,50367,27957,1.6
STAT,02038A35,DLC2RRDockStr02,3,3,29444,33263,1423,0.1
?,0003B3CE,<0003B3CE>,3,3,42542,27174,22292,20.2
?,00027D1F,<00027D1F>,3,3,24997,26464,30774,15.8
?,000B23FF,<000B23FF>,3,3,54876,21432,22787,8.8
STAT,0202B5F9,DLC2RieklingCandle,3,2,42778,74065,21204,0.7
?,00076629,<00076629>,3,1,31010,64497,265,0.0
CONT,02018427,DLC2RieklingTent01,3,3,39318,67751,5972,0.7
?,0005FBC7,<0005FBC7>,3,2,35585,65933,5335,0.1
?,000B7996,<000B7996>,3,1,31032,65188,890,0.0
?,0007660A,<0007660A>,3,3,33414,59584,3784,0.0
STAT,0202979B,CrateSmallLong03WeatheredLightSN,3,2,32229,55621,6796,0.2
?,000B244D,<000B244D>,3,1,25895,55655,167,0.0
?,000F13C4,<000F13C4>,3,3,31568,77694,16075,4.2
?,000F5ECA,<000F5ECA>,3,2,38821,59457,25984,0.0
?,000ACD6F,<000ACD6F>,3,3,45081,54820,32212,34.9
STAT,0202173E,DLC2DarkElfCrate01,3,3,26141,58987,24287,4.7
FURN,02036795,DLC2DarkElfChair01F,3,2,26829,44021,4943,0.2
FURN,02035037,DLC2DarkElfBed01R,3,2,34374,33341,11422,0.0
FURN,02036794,DLC2DarkElfChair01R,3,2,34290,33223,11627,0.0
?,00092B13,<00092B13>,3,3,46681,52586,43962,77.1
ACTI,02028E95,DLC2MineGemEmerald02,3,2,33236,44248,3456,0.1
?,00037E15,<00037E15>,3,2,51765,68669,29669,0.0
FURN,0203828B,DLC2WoodChoppingBlockAsh,3,2,29470,36442,2669,0.1
?,00093D3D,<00093D3D>,3,2,29097,37179,440,0.0
?,0009C6CE,<0009C6CE>,3,3,44276,48296,26186,3.0
ALCH,020207E5,DLC2Flin,3,3,48751,26636,24442,21.8
STAT,02038A2D,DLC2RRDockPier01,3,2,28201,34362,2475,0.3
?,000C4323,<000C4323>,3,2,37713,40848,16171,0.1
?,0010C2E9,<0010C2E9>,3,3,29024,45774,35464,8.1
STAT,02031B40,DLC2RoadChunkM01,3,2,33622,25802,5268,0.1
?,000D932F,<000D932F>,3,3,59255,58455,26536,1.5
?,0006F705,<0006F705>,3,2,24998,73218,28483,0.0
STAT,02019AE6,RRRuinsTemp01,3,1,25507,34967,749,0.0
STAT,0201B930,DLC2IcebergSmall02,3,3,21883,100475,8989,4.1
STAT,0201D9EA,DLC2GlacierRubbleTrim03,3,2,31082,89990,923,0.1
?,0005CCBE,<0005CCBE>,3,1,24758,93003,121,0.0
?,0002FB2A,<0002FB2A>,3,2,30817,68336,35623,0.1
?,000E4897,<000E4897>,3,2,30923,68367,35720,0.0
?,0005C016,<0005C016>,3,3,35597,46225,34152,5.8
?,00043D5D,<00043D5D>,3,2,46764,60524,27832,0.4
?,00024CB9,<00024CB9>,3,3,34903,41027,37905,23.3
?,0005CCC7,<0005CCC7>,3,3,41837,52093,33448,45.1
?,0005CD75,<0005CD75>,3,2,35735,76647,27737,0.4
?,0001C13A,<0001C13A>,3,3,41907,80236,16248,9.5
STAT,0201B92D,DLC2IcebergLarge,3,3,20297,98621,6097,2.8
?,000FD0D3,<000FD0D3>,3,3,32835,87617,7086,2.5
?,0002BCAB,<0002BCAB>,3,3,46576,69112,24166,6.8
?,000F2013,<000F2013>,3,1,17770,82991,22,0.0
?,000FB9C9,<000FB9C9>,3,3,53166,86033,25551,17.9
STAT,0201F141,DLC2RieklingStand01,3,2,50203,89106,23836,0.3
?,0010D08D,<0010D08D>,3,3,37921,64488,11971,0.5
?,000B33F0,<000B33F0>,3,3,58044,77079,32101,78.6
?,000F1F66,<000F1F66>,3,2,28524,81259,6763,0.2
STAT,0201EEF6,DLC2RieklingTent02Snow,3,2,30325,76466,10573,0.6
?,0005D0DF,<0005D0DF>,3,3,41889,68725,16243,3.1
?,000A4DC7,<000A4DC7>,3,3,34852,77368,7496,0.8
?,000A0EB3,<000A0EB3>,3,3,55833,70930,22758,10.5
?,0004F518,<0004F518>,3,2,57466,63253,26312,0.2
?,0001ACAE,<0001ACAE>,3,3,40707,74326,12683,10.5
?,000F540D,<000F540D>,3,1,30610,66423,1074,0.1
?,0002B903,<0002B903>,3,3,36354,49739,31114,54.7
?,0001EF48,<0001EF48>,3,3,37492,68243,17138,19.3
STAT,0201B92F,DLC2IcebergSmall01,3,3,29542,98049,12451,3.3
STAT,02019A2F,DLC2RockM04VolcanicAsh01,3,3,54210,33620,14223,14.0
STAT,0202AD63,DLC2ImpExtRubble01_Ash,3,3,52670,23975,1562,0.2
?,0003F957,<0003F957>,3,3,57026,34172,10099,5.8
STAT,0202AD65,DLC2ArcheryTarget_Ash,3,1,52496,24660,219,0.0
?,0003F986,<0003F986>,3,3,52041,26792,6463,0.1
STAT,0202AD44,DLC2ImpExtTower01Dark_Ash,3,2,51424,24146,1429,0.1
?,000F08FB,<000F08FB>,3,2,40276,24269,3936,0.0
?,0001C4AA,<0001C4AA>,3,1,38652,26515,83,0.0
?,00034CCE,<00034CCE>,3,1,38670,26408,63,0.0
?,000F08F3,<000F08F3>,3,1,38691,26429,58,0.0
?,00034CD6,<00034CD6>,3,1,38777,26375,6,0.0
?,00090728,<00090728>,3,2,36737,42726,24245,0.3
STAT,02019C68,DLC02AshDuneVolcAsh01L02,3,3,41060,28175,8570,2.6
?,000C9F38,<000C9F38>,3,3,63586,60044,31257,37.6
?,0009AF19,<0009AF19>,3,2,40443,24121,4134,0.0
?,000EBA01,<000EBA01>,3,2,37352,15895,7490,0.3
?,0001814C,<0001814C>,3,1,33585,26329,714,0.0
STAT,0202AD48,DLC2ImpExtRubble02_Ash,3,2,52526,22840,1822,0.0
?,0003AC21,<0003AC21>,3,3,58289,41932,20450,22.5
?,0003F979,<0003F979>,3,2,56015,30265,11933,0.3
?,0008836B,<0008836B>,3,1,52818,17492,276,0.0
?,000E2626,<000E2626>,3,1,43865,19681,394,0.0
?,0002FB2B,<0002FB2B>,3,3,44774,44533,22806,28.7
?,0000099E,<0000099E>,3,1,43605,19136,409,0.0
?,0005CCC0,<0005CCC0>,3,1,43733,19520,319,0.0
?,0006A0BF,<0006A0BF>,3,2,51247,26821,30570,1.0
?,00012FE6,<00012FE6>,3,3,51164,50061,32447,51.9
?,000D8E7F,<000D8E7F>,3,2,47040,34028,37070,0.7
STAT,0201DA4A,DLC2IcebergSmall02_LightSN,3,3,44653,71538,15643,1.0
?,0002A337,<0002A337>,3,1,63039,58310,171,0.0
?,00096EDE,<00096EDE>,3,2,61507,56976,2750,0.1
?,00028A96,<00028A96>,3,3,51489,67973,13609,3.0
?,000533D4,<000533D4>,3,1,55066,61346,50,0.0
STAT,02027E89,ApoApoControlRingStones01,3,2,55156,56369,1274,0.1
?,00028A86,<00028A86>,3,2,51994,64998,10005,0.1
?,00076924,<00076924>,3,3,46692,77013,13834,0.8
STAT,0201D9D6,DLC2IcePileL03,3,3,46121,57307,2369,0.2
?,000AF5FC,<000AF5FC>,3,2,49041,49469,15815,0.1
?,000AF5F2,<000AF5F2>,3,2,48921,49508,15631,0.0
?,000AF5F3,<000AF5F3>,3,2,48991,49498,15727,0.0
STAT,0201DC6A,RockAnimalDenLDirtSnowPath01_LightSN,3,2,41260,57282,586,0.0
?,0005493E,<0005493E>,3,2,69870,67133,21516,0.7
?,00059D5C,<00059D5C>,3,1,33968,56896,269,0.0
?,00055C0C,<00055C0C>,3,1,55785,50276,483,0.0
STAT,0201EDD1,DLC2DweFacadeTower1x3,3,2,75329,43455,14526,0.9
?,0005B56A,<0005B56A>,3,3,71140,64814,23879,4.5
?,00057A7A,<00057A7A>,3,1,65356,47296,6,0.0
?,00052EEC,<00052EEC>,3,3,55710,46556,14196,0.7
STAT,02028B1E,DLC2ExpSpiderSnotKitCorner01,3,2,39352,62864,13565,0.2
?,00018BA7,<00018BA7>,3,2,65733,53897,20862,0.8
?,000A2C36,<000A2C36>,3,2,50200,57536,24717,1.1
?,0003F648,<0003F648>,3,2,61664,39792,7796,0.4
?,000B244C,<000B244C>,3,2,62479,91385,6382,0.1
STAT,02019B5F,DLC2RieklingFence02,3,2,47384,88367,5961,0.0
STAT,0201D4D8,DLC2RieklingBone01,3,3,56911,86108,12604,8.4
?,0002F259,<0002F259>,3,2,33568,90617,1274,0.0
STAT,0201B92C,DLC2GlacierTrim02,3,3,45425,88122,8865,0.4
STAT,0201B933,DLC2GlacierPillarLg01_NoSN,3,1,33320,90851,145,0.0
?,0001EF56,<0001EF56>,3,2,52273,82597,5609,1.3
?,000BB8C0,<000BB8C0>,3,2,72623,76114,26228,0.1
?,00039653,<00039653>,3,3,64432,74828,10840,0.9
?,0006C0E9,<0006C0E9>,3,2,43493,83479,2185,0.1
?,000609DC,<000609DC>,3,3,47064,78967,4100,0.2
?,000D200C,<000D200C>,3,1,42239,83475,240,0.0
?,0006BDCF,<0006BDCF>,3,1,42066,83308,520,0.0
?,00034940,<00034940>,3,1,42863,84581,954,0.0
?,0005D2DB,<0005D2DB>,3,3,69547,64791,11381,4.7
?,0001B37E,<0001B37E>,3,2,56055,70705,5917,0.1
?,0001EF4C,<0001EF4C>,3,3,44763,73780,17244,0.3
?,000D5558,<000D5558>,3,3,86379,72290,17848,1.1
STAT,0203280F,DLC2NorTmpExtPlatWall02_LightSN02,3,1,50919,68692,639,0.0
?,00065C9B,<00065C9B>,3,2,63173,70371,13838,0.0
?,0005FBC9,<0005FBC9>,3,3,69281,50458,22440,3.1
STAT,02020FEA,DLC2DweMillGearAssembly01,3,2,72894,48774,25232,3.5
?,000BB94B,<000BB94B>,3,2,79876,28780,453,0.0
STAT,0203C39F,DLC2Stonewall01VolcanicAsh,3,2,79880,28702,394,0.0
STAT,0203C3A2,DLC2Stonewall02VolcanicAsh,3,2,80236,28737,479,0.0
ACTI,020240CB,DLC2IldarisSaroaphagus,3,1,79882,28881,199,0.0
?,000C723E,<000C723E>,3,3,78422,65154,25424,17.7
TREE,0201FF66,DLC2TreeFloraHangingMoss03,3,2,74091,28527,1500,0.0
STAT,0203912A,DLC2DarkElfLantern02,3,1,76026,23727,527,0.0
STAT,0203911F,DLC2TelvanniRoot03,3,1,75967,23681,592,0.0
STAT,02030E98,DLC2TelvanniGourdHouseRamp01,3,1,75281,23769,1171,0.1
?,000EF59F,<000EF59F>,3,2,78155,60044,1699,0.0
?,000E758F,<000E758F>,3,2,67528,62736,1950,0.3
?,00109B3C,<00109B3C>,3,2,66943,61649,1193,0.1
?,00033C0E,<00033C0E>,3,3,79901,69118,8544,1.5
?,0010638E,<0010638E>,3,1,83498,59860,457,0.0
?,0009DAA0,<0009DAA0>,3,1,80747,58300,1160,0.1
?,000A56FD,<000A56FD>,3,3,79798,57510,13581,3.3
?,00056AE1,<00056AE1>,3,3,82127,50897,3051,0.2
?,00033D9A,<00033D9A>,3,3,84085,56742,7268,0.4
?,000485BF,<000485BF>,3,3,85576,69519,14963,9.9
STAT,0201DFFB,DLC2DweFacadeBridgeCurve02,3,2,87010,41903,1397,0.1
STAT,0201F155,DLC2DwePlatBgStairCapR01,3,1,81218,42648,354,0.0
STAT,0201F154,DLC2DwePlatBgStairCapL01,3,1,81366,42856,354,0.0
?,000CB3B0,<000CB3B0>,3,2,87073,39638,1758,0.2
STAT,020264EF,DLC2DweReadRmColmUp01,3,1,88800,38896,0,0.0
?,0005FBC6,<0005FBC6>,3,1,89489,38474,802,0.0
?,000318FA,<000318FA>,3,3,75228,69095,21468,8.4
STAT,02032FED,DLC2RockCairn04Ash,3,2,73695,36139,2544,0.2
?,0004DA05,<0004DA05>,3,3,71428,35495,2504,0.1
?,00019B19,<00019B19>,3,2,69105,78199,6080,0.0
?,000C2080,<000C2080>,3,3,80461,78032,4557,0.4
?,00034CDF,<00034CDF>,3,1,72966,70721,181,0.0
?,00085500,<00085500>,3,1,72972,70449,4,0.0
STAT,02027530,DLC2SkaalVilShack02,3,3,73539,70123,1881,0.2
?,0006EAAC,<0006EAAC>,3,2,72125,70239,1367,0.0
?,000C2E6F,<000C2E6F>,3,3,85165,68058,3927,0.3
?,00033DCF,<00033DCF>,2,2,51596,89525,1105,0.0
ACTI,02037AE0,HermaeusMorasFace02,2,1,74576,70751,137,0.0
ACTI,02037ADA,HermaeusMorasFace01,2,1,74592,70752,47,0.0
?,00089D2B,<00089D2B>,2,2,61514,57047,47206,0.0
FURN,0201D8C6,DLC2InvRieklingBushAmbush,2,2,30232,74644,15022,0.0
?,000669A2,<000669A2>,2,1,41395,56813,317,0.0
?,0001AE14,<0001AE14>,2,2,51272,29540,22349,0.0
?,000C4E54,<000C4E54>,2,2,52530,66922,20527,0.0
?,0006D90F,<0006D90F>,2,2,61627,45763,4097,0.0
?,00106A21,<00106A21>,2,2,58737,74435,779,0.0
?,00094193,<00094193>,2,1,75821,70883,672,0.0
?,00101995,<00101995>,2,2,30723,59017,34303,0.0
?,00068ADB,<00068ADB>,2,2,41333,35034,9264,0.0
?,0006597B,<0006597B>,2,2,59532,52581,31509,0.0
?,000E717D,<000E717D>,2,2,56498,70230,7178,0.0
?,000C79C8,<000C79C8>,2,2,37738,87342,6098,0.0
?,000C7932,<000C7932>,2,2,37742,87360,6120,0.0
?,000C79CA,<000C79CA>,2,2,37743,87382,6079,0.0
?,0009D849,<0009D849>,2,2,37726,87387,6092,0.0
?,000C7A12,<000C7A12>,2,2,37731,87339,6146,0.0
?,00099312,<00099312>,2,2,49055,72587,12564,0.0
?,0010C4C0,<0010C4C0>,2,2,86874,-423,9454,0.0
?,0007022E,<0007022E>,2,2,76822,64316,6917,0.0
?,0010C4BA,<0010C4BA>,2,2,84996,-4735,23409,0.0
FURN,0202C0B2,BedrollHay01LDirtPath01L,2,1,79582,57681,170,0.0
DOOR,0201C654,DLC2IceDoorExtLoad,2,1,33251,88273,250,0.0
STAT,02038A32,DLC2RRDockStr3way01,2,2,28274,33125,3018,0.0
STAT,02017EC7,DLC2RRBulwark01,2,2,32343,32491,1728,0.0
SOUN,0201DEFE,AMBHarborSeagulls01LP,2,2,27189,32055,2059,0.0
STAT,02032FEE,DLC2RockCairn03Ash,2,2,46182,30923,22756,0.0
STAT,0203A11E,DLC2CrateSmall04WeatheredLight_Ash,2,2,22542,32436,534,0.0
STAT,0203A120,DLC2CrateSmall02Weathered_LightAsh,2,2,22476,32433,581,0.0
STAT,02035348,ApoControlRing01SAsh,2,2,47876,32798,25044,0.0
STAT,0203534A,ApoControlRingArchPart01Ash_L,2,2,47627,32802,24765,0.0
SOUN,0201DEFF,AMBHarborSeagulls02LP,2,2,24981,31075,3150,0.0
SOUN,0201DEF1,AMBHarbor02,2,2,27881,33412,3576,0.0
STAT,02029584,DLC2CliffBasaltMoundCoastBeach,2,1,14643,31170,373,0.0
CONT,0202C465,DLC2TreasAlchemySatchelCommon,2,2,40395,45936,26569,0.0
?,00034CDD,<00034CDD>,2,1,27380,22691,8,0.0
?,0005AD42,<0005AD42>,2,1,27401,22732,75,0.0
STAT,020298F6,DLC2RieklingStand01Snow,2,2,36205,66121,5880,0.0
?,0005FBC0,<0005FBC0>,2,2,37424,66428,5603,0.0
?,000765F6,<000765F6>,2,2,31648,65557,301,0.0
?,000765F7,<000765F7>,2,1,31016,65037,1129,0.0
?,0006DD64,<0006DD64>,2,2,30403,65684,1234,0.0
?,000F5409,<000F5409>,2,2,33193,61115,4275,0.0
STAT,02036693,RockCartPile01,2,2,41922,70636,21653,0.0
STAT,0202B6F8,DLC2ShipLongBoat01NoLOD,2,2,17748,78379,16069,0.0
?,000F48CE,<000F48CE>,2,2,30332,57056,7205,0.0
?,000233EF,<000233EF>,2,2,52515,66617,32677,0.0
?,00033DA9,<00033DA9>,2,2,33872,69909,16633,0.0
?,0009E127,<0009E127>,2,1,25722,55581,471,0.0
?,000F5ECB,<000F5ECB>,2,2,47392,62713,27548,0.0
?,00073CD8,<00073CD8>,2,2,38136,57400,16279,0.0
STAT,02021746,DLC2DarkElfTableRound01,2,2,27112,41902,5516,0.0
STAT,02021740,DLC2DarkElfShelf01,2,1,25364,46665,371,0.0
?,00012E4B,<00012E4B>,2,2,34069,65360,19543,0.0
?,0003B3C7,<0003B3C7>,2,1,25931,47772,234,0.0
?,0010E9E7,<0010E9E7>,2,1,25670,48148,250,0.0
?,00044B85,<00044B85>,2,1,25586,47383,877,0.0
STAT,02021748,DLC2DarkElfTableThin01,2,2,27162,42123,5183,0.0
?,00064B3B,<00064B3B>,2,2,52716,52261,28198,0.0
ARMO,0201CD89,DLC2ArmorChitinLightHelmet,2,2,33975,57183,13960,0.0
?,00019B1A,<00019B1A>,2,2,32105,36541,12145,0.0
?,00019B17,<00019B17>,2,2,34307,33085,16420,0.0
?,0005B198,<0005B198>,2,2,48928,59536,26671,0.0
?,001018E3,<001018E3>,2,2,31172,29255,18175,0.0
?,0003BD2E,<0003BD2E>,2,2,34596,33177,16173,0.0
FURN,02036793,DLC2DarkElfChair01L,2,1,25093,46691,77,0.0
?,00033761,<00033761>,2,2,32166,37265,11986,0.0
?,00033760,<00033760>,2,2,34924,58381,13921,0.0
?,000C2BFD,<000C2BFD>,2,1,26115,47662,49,0.0
?,00044B84,<00044B84>,2,1,25509,47582,423,0.0
?,0001E686,<0001E686>,2,1,25549,47368,666,0.0
?,00026F7D,<00026F7D>,2,1,25277,46853,724,0.0
?,0001E681,<0001E681>,2,1,25558,47383,664,0.0
?,0001E680,<0001E680>,2,1,25558,47383,664,0.0
?,00017EDE,<00017EDE>,2,1,25558,47383,664,0.0
?,00026F7A,<00026F7A>,2,1,27211,46132,120,0.0
?,0002BE41,<0002BE41>,2,2,43598,58810,20611,0.0
?,0005304B,<0005304B>,2,2,52592,45134,23991,0.0
?,000E8E7F,<000E8E7F>,2,1,29193,39592,190,0.0
STAT,0203248B,DLC2RoadCurve90R01,2,2,29587,37072,455,0.0
?,000EFC74,<000EFC74>,2,2,31788,30076,7657,0.0
?,00012FEA,<00012FEA>,2,2,36530,53823,17501,0.0
STAT,02016DFB,DLC2CliffBasaltMound,2,1,31383,38722,490,0.0
?,000B6336,<000B6336>,2,2,32166,56685,18464,0.0
STAT,02032FEF,DLC2RockCairn02Ash,2,2,47924,38970,24593,0.0
INGR,02017008,DLC2TramaRoot01,2,1,23802,39370,17,0.0
MSTT,0203A495,DLC2BannerTemple01,2,1,31807,34547,510,0.0
STAT,02039E67,RedoranBaseCorner01,2,2,32064,34398,1536,0.0
STAT,02039E51,DLC2RRLanternPost01,2,1,30783,33925,160,0.0
?,0006B44D,<0006B44D>,2,2,27786,33531,1036,0.0
STAT,02038A28,DLC2RRDock02,2,2,28787,34818,1283,0.0
STAT,02038A26,DLC2RRDock01,2,2,27865,34949,1278,0.0
STAT,02038A29,DLC2RRDockStr01,2,2,28328,33642,2609,0.0
?,000C4328,<000C4328>,2,1,28929,33541,84,0.0
STAT,0203246B,RedoranEntrance01,2,1,31837,34535,792,0.0
STAT,0202C1E0,DLC2RRBuilding01,2,2,29455,34455,2186,0.0
?,000727DE,<000727DE>,2,1,28602,36822,43,0.0
STAT,02029EC6,DLC2GlacierEndLg01_NoSN,2,2,33307,90894,1311,0.0
?,000D9285,<000D9285>,2,2,24711,93189,253,0.0
?,0002FB60,<0002FB60>,2,2,28846,81634,12500,0.0
?,0002FB29,<0002FB29>,2,2,41185,68408,29347,0.0
?,000CE784,<000CE784>,2,2,30834,51449,41774,0.0
?,0005AD59,<0005AD59>,2,1,24714,92986,193,0.0
?,0005CCC2,<0005CCC2>,2,2,41307,68662,29496,0.0
?,0005CD76,<0005CD76>,2,2,41054,68701,29460,0.0
?,0005CD73,<0005CD73>,2,1,24715,93002,128,0.0
?,000A2BE6,<000A2BE6>,2,2,56023,81646,33622,0.0
?,000205F1,<000205F1>,2,1,23846,90776,587,0.0
?,00021363,<00021363>,2,2,51166,97376,28041,0.0
?,0007A605,<0007A605>,2,2,33410,68296,27286,0.0
?,000BEC5E,<000BEC5E>,2,1,22105,92721,384,0.0
?,000AE62F,<000AE62F>,2,1,22105,92721,384,0.0
?,0007E8C6,<0007E8C6>,2,2,56203,81481,36646,0.0
?,00089D23,<00089D23>,2,2,47737,86970,26643,0.0
?,00093480,<00093480>,2,2,36855,55388,40143,0.0
?,00093471,<00093471>,2,2,36876,55425,40117,0.0
?,000AE62E,<000AE62E>,2,1,22105,92721,384,0.0
STAT,0201B932,DLC2GlacierCaveEntrance02_LDirtSnowPath,2,2,34240,88731,2120,0.0
STAT,0201D9E7,DLC2IcebergLarge_LightSN,2,2,22483,81508,2320,0.0
STAT,02032334,MountainCliff02_Ice,2,2,20336,84451,1246,0.0
?,000E0F64,<000E0F64>,2,2,28824,89310,10680,0.0
?,000B945E,<000B945E>,2,1,29195,78761,0,0.0
STAT,020347AB,DLC2NorSarcophagusBroken01chunkSNOW,2,2,28639,89416,10691,0.0
?,00035A35,<00035A35>,2,2,28686,89519,10697,0.0
?,00072607,<00072607>,2,2,28774,89336,10624,0.0
?,0006F274,<0006F274>,2,2,39575,74202,9672,0.0
?,0007A615,<0007A615>,2,1,23508,80099,523,0.0
?,000D5712,<000D5712>,2,1,23717,80033,599,0.0
?,00027DDB,<00027DDB>,2,2,33368,64851,12081,0.0
?,0006DD62,<0006DD62>,2,1,30991,66302,567,0.0
?,000FF8E1,<000FF8E1>,2,1,30849,66149,1071,0.0
?,00060820,<00060820>,2,2,38588,78842,21627,0.0
STAT,0201D738,DLC2FireCraterRound,2,2,61957,26853,4027,0.0
STAT,0202B82E,DLC2RockPileL02VolcanicAsh01,2,2,47344,27936,1636,0.0
STAT,020299E3,MountainCliffSlopeVolcanicAsh01,2,2,35232,29180,2792,0.0
STAT,0201D737,DLC2FireCrater01,2,2,65940,23784,2737,0.0
BOOK,02033BD8,DLC2Book4RareAhzidalsDescent,2,1,38603,26179,258,0.0
?,0002A5FB,<0002A5FB>,2,1,38594,26475,45,0.0
?,000368BC,<000368BC>,2,1,38663,26500,38,0.0
STAT,02033E43,DLC2MapSolstheim02,2,1,38746,26427,0,0.0
?,000185B6,<000185B6>,2,2,40799,35490,9373,0.0
?,0006A0AD,<0006A0AD>,2,2,61983,32815,24196,0.0
?,000D790C,<000D790C>,2,2,56107,54631,34116,0.0
?,0004C3C8,<0004C3C8>,2,1,38496,26624,454,0.0
STAT,02021745,DLC2DarkElfTable02,2,1,38928,26354,0,0.0
?,0003133C,<0003133C>,2,2,48409,35282,12972,0.0
?,000800DC,<000800DC>,2,1,38906,26383,0,0.0
?,000800D9,<000800D9>,2,1,38826,26450,0,0.0
?,000533BB,<000533BB>,2,1,37882,25828,80,0.0
SOUN,0201DEEA,AMBFirelogLP,2,2,63532,24587,2028,0.0
?,000DB895,<000DB895>,2,2,53169,24296,115,0.0
?,00040B30,<00040B30>,2,1,54627,22496,1690,0.0
?,00040B2E,<00040B2E>,2,1,54627,22496,1690,0.0
STAT,0202AD47,DLC2ImpExtTowerShellStairs01_Ash,2,1,54627,22496,1690,0.0
